municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-02 16:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-02 17:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-02 18:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-02 19:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-02 20:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-02 21:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-02 22:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-02 23:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 00:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 01:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 02:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 03:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 04:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 05:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 06:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 07:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 08:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 08:10:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 08:20:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 08:30:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 08:40:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 08:50:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 09:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 09:10:00.0;0,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 09:20:00.0;0,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 09:30:00.0;0,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 09:40:00.0;0,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 09:50:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 10:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 11:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 12:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 13:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 14:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 15:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 16:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 17:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 18:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 19:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 20:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 21:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 22:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-03 23:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 00:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 01:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 02:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 03:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 04:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 05:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 06:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 07:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 08:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 09:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 10:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 11:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 12:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 13:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 14:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 15:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 16:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 17:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 18:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 19:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 20:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 21:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 22:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-04 23:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 00:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 01:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 02:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 03:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 04:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 05:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 06:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 07:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 08:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 09:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 09:10:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 09:20:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 09:30:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 09:40:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 09:50:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 10:00:00.0;0,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 10:10:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 10:20:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 10:30:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 10:40:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 11:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 12:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 13:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 14:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 15:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 16:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 17:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 18:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 19:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 20:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 21:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 22:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-05 23:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 00:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 01:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 02:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 03:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 04:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 05:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 06:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 06:10:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 06:20:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 06:30:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 06:40:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 06:50:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 07:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 07:10:00.0;0,80;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 07:20:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 07:30:00.0;0,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 07:40:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 07:50:00.0;0,60;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 08:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 08:10:00.0;0,80;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 08:20:00.0;1,40;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 08:30:00.0;0,40;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 08:40:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 08:50:00.0;1,40;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 09:00:00.0;0,60;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 09:10:00.0;0,60;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 09:20:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 09:30:00.0;0,80;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 09:40:00.0;2,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 09:50:00.0;0,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 10:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 10:10:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 10:20:00.0;0,40;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 10:30:00.0;1,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 10:40:00.0;1,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 10:50:00.0;0,80;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 11:00:00.0;0,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 11:10:00.0;0,60;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 11:20:00.0;1,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 11:30:00.0;1,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 11:40:00.0;0,80;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 11:50:00.0;0,40;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 12:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 12:10:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 12:20:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 12:30:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 12:40:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 12:50:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 13:00:00.0;0,20;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 13:10:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 13:20:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 13:30:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 13:40:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 14:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 15:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 15:10:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 15:20:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 15:30:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 15:40:00.0;0,60;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 15:50:00.0;4,40;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 16:00:00.0;1,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 16:10:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 16:20:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 16:30:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 16:40:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 17:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 18:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 19:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 20:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 21:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 22:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-06 23:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 00:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 01:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 02:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 03:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 04:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 05:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 06:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 07:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 08:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 09:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 10:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 11:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 12:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 13:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 14:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 15:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 16:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 17:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 18:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 19:00:00.0;0,00;
CURITIBA;410690201A;PR;CEI Raul Wallemberg;-49,36184;-25,41118;2016-10-07 20:00:00.0;0,00;
